file,pinyin,tone,pinyin_tone
hang4_FV2_MP3.mp3,hang,4,hang4
dan2_FV2_MP3.mp3,dan,2,dan2
nin1_FV1_MP3.mp3,nin,1,nin1
rang2_FV2_MP3.mp3,rang,2,rang2
me4_MV1_MP3.mp3,me,4,me4
chu1_MV3_MP3.mp3,chu,1,chu1
tou3_MV2_MP3.mp3,tou,3,tou3
gao2_FV3_MP3.mp3,gao,2,gao2
hong3_FV3_MP3.mp3,hong,3,hong3
yan3_MV1_MP3.mp3,yan,3,yan3
fen4_FV2_MP3.mp3,fen,4,fen4
le2_MV2_MP3.mp3,le,2,le2
hu3_FV1_MP3.mp3,hu,3,hu3
she4_FV2_MP3.mp3,she,4,she4
zu2_FV3_MP3.mp3,zu,2,zu2
po4_FV1_MP3.mp3,po,4,po4
dei2_MV1_MP3.mp3,dei,2,dei2
nao2_MV3_MP3.mp3,nao,2,nao2
pin2_FV2_MP3.mp3,pin,2,pin2
dan2_FV3_MP3.mp3,dan,2,dan2
te4_FV2_MP3.mp3,te,4,te4
cha1_MV2_MP3.mp3,cha,1,cha1
sheng4_FV2_MP3.mp3,sheng,4,sheng4
mei4_FV3_MP3.mp3,mei,4,mei4
mou2_MV2_MP3.mp3,mou,2,mou2
nei1_FV1_MP3.mp3,nei,1,nei1
xiong4_FV3_MP3.mp3,xiong,4,xiong4
hei4_MV2_MP3.mp3,hei,4,hei4
yong3_MV3_MP3.mp3,yong,3,yong3
che4_MV1_MP3.mp3,che,4,che4
zhuai2_MV3_MP3.mp3,zhuai,2,zhuai2
re3_FV2_MP3.mp3,re,3,re3
heng1_MV1_MP3.mp3,heng,1,heng1
peng4_FV3_MP3.mp3,peng,4,peng4
kang1_FV2_MP3.mp3,kang,1,kang1
shan4_MV2_MP3.mp3,shan,4,shan4
nou1_FV3_MP3.mp3,nou,1,nou1
ying3_MV2_MP3.mp3,ying,3,ying3
da4_FV3_MP3.mp3,da,4,da4
yue3_MV3_MP3.mp3,yue,3,yue3
zan2_FV1_MP3.mp3,zan,2,zan2
guang1_FV2_MP3.mp3,guang,1,guang1
wei4_MV3_MP3.mp3,wei,4,wei4
guang2_FV2_MP3.mp3,guang,2,guang2
weng2_MV3_MP3.mp3,weng,2,weng2
che3_FV3_MP3.mp3,che,3,che3
duan4_MV3_MP3.mp3,duan,4,duan4
kei3_MV1_MP3.mp3,kei,3,kei3
fu3_MV3_MP3.mp3,fu,3,fu3
han2_FV3_MP3.mp3,han,2,han2
heng1_FV2_MP3.mp3,heng,1,heng1
ceng3_MV1_MP3.mp3,ceng,3,ceng3
kuo4_FV3_MP3.mp3,kuo,4,kuo4
zhou4_MV2_MP3.mp3,zhou,4,zhou4
fei4_FV1_MP3.mp3,fei,4,fei4
shun2_FV1_MP3.mp3,shun,2,shun2
zuo1_FV1_MP3.mp3,zuo,1,zuo1
bang1_FV1_MP3.mp3,bang,1,bang1
mi2_FV2_MP3.mp3,mi,2,mi2
yue2_MV3_MP3.mp3,yue,2,yue2
long4_FV1_MP3.mp3,long,4,long4
chuang1_MV1_MP3.mp3,chuang,1,chuang1
shai3_MV1_MP3.mp3,shai,3,shai3
zhuang3_FV3_MP3.mp3,zhuang,3,zhuang3
eng1_FV1_MP3.mp3,eng,1,eng1
zhuan1_MV3_MP3.mp3,zhuan,1,zhuan1
hou4_MV1_MP3.mp3,hou,4,hou4
dan1_MV3_MP3.mp3,dan,1,dan1
chai1_MV3_MP3.mp3,chai,1,chai1
den3_FV3_MP3.mp3,den,3,den3
mu4_MV2_MP3.mp3,mu,4,mu4
sun2_FV3_MP3.mp3,sun,2,sun2
ruan3_FV3_MP3.mp3,ruan,3,ruan3
ge4_MV1_MP3.mp3,ge,4,ge4
xie3_FV2_MP3.mp3,xie,3,xie3
cao2_MV2_MP3.mp3,cao,2,cao2
zen3_MV3_MP3.mp3,zen,3,zen3
zhuang3_FV2_MP3.mp3,zhuang,3,zhuang3
yue4_FV3_MP3.mp3,yue,4,yue4
cha4_FV1_MP3.mp3,cha,4,cha4
sun1_FV3_MP3.mp3,sun,1,sun1
shu1_MV2_MP3.mp3,shu,1,shu1
cu2_MV2_MP3.mp3,cu,2,cu2
wo3_FV3_MP3.mp3,wo,3,wo3
niang2_FV1_MP3.mp3,niang,2,niang2
ye2_MV2_MP3.mp3,ye,2,ye2
zun1_MV3_MP3.mp3,zun,1,zun1
nang1_FV3_MP3.mp3,nang,1,nang1
dong3_FV1_MP3.mp3,dong,3,dong3
jin2_MV2_MP3.mp3,jin,2,jin2
tui4_FV2_MP3.mp3,tui,4,tui4
bing3_FV3_MP3.mp3,bing,3,bing3
gou2_FV2_MP3.mp3,gou,2,gou2
ne3_FV3_MP3.mp3,ne,3,ne3
tu1_MV2_MP3.mp3,tu,1,tu1
zhun4_MV1_MP3.mp3,zhun,4,zhun4
bo3_MV3_MP3.mp3,bo,3,bo3
ba3_FV3_MP3.mp3,ba,3,ba3
tian4_MV1_MP3.mp3,tian,4,tian4
zhang1_MV2_MP3.mp3,zhang,1,zhang1
nie2_FV1_MP3.mp3,nie,2,nie2
jiong3_MV3_MP3.mp3,jiong,3,jiong3
xia2_FV1_MP3.mp3,xia,2,xia2
dao1_FV3_MP3.mp3,dao,1,dao1
yi1_MV3_MP3.mp3,yi,1,yi1
kong4_FV2_MP3.mp3,kong,4,kong4
wa1_FV3_MP3.mp3,wa,1,wa1
kuan4_FV3_MP3.mp3,kuan,4,kuan4
yin2_MV2_MP3.mp3,yin,2,yin2
dong3_FV3_MP3.mp3,dong,3,dong3
ou2_MV3_MP3.mp3,ou,2,ou2
nao1_FV1_MP3.mp3,nao,1,nao1
ca2_MV3_MP3.mp3,ca,2,ca2
bang3_MV3_MP3.mp3,bang,3,bang3
zhi4_MV3_MP3.mp3,zhi,4,zhi4
gu1_MV2_MP3.mp3,gu,1,gu1
ta1_FV3_MP3.mp3,ta,1,ta1
fa4_MV1_MP3.mp3,fa,4,fa4
kuan3_FV3_MP3.mp3,kuan,3,kuan3
shuo4_MV2_MP3.mp3,shuo,4,shuo4
sui2_FV2_MP3.mp3,sui,2,sui2
jian1_FV2_MP3.mp3,jian,1,jian1
hui3_FV3_MP3.mp3,hui,3,hui3
zeng4_FV2_MP3.mp3,zeng,4,zeng4
ling2_MV2_MP3.mp3,ling,2,ling2
yun4_MV3_MP3.mp3,yun,4,yun4
cuan4_FV3_MP3.mp3,cuan,4,cuan4
ma3_MV3_MP3.mp3,ma,3,ma3
chuo4_FV2_MP3.mp3,chuo,4,chuo4
jue1_MV3_MP3.mp3,jue,1,jue1
kuang1_FV1_MP3.mp3,kuang,1,kuang1
wai2_MV2_MP3.mp3,wai,2,wai2
kao2_FV2_MP3.mp3,kao,2,kao2
zheng3_MV2_MP3.mp3,zheng,3,zheng3
zhuang1_FV1_MP3.mp3,zhuang,1,zhuang1
duan2_FV3_MP3.mp3,duan,2,duan2
nuo2_MV3_MP3.mp3,nuo,2,nuo2
cong2_MV1_MP3.mp3,cong,2,cong2
cong3_FV1_MP3.mp3,cong,3,cong3
zong3_MV1_MP3.mp3,zong,3,zong3
deng2_MV3_MP3.mp3,deng,2,deng2
za1_FV2_MP3.mp3,za,1,za1
ji4_MV2_MP3.mp3,ji,4,ji4
ting1_MV3_MP3.mp3,ting,1,ting1
jin4_FV2_MP3.mp3,jin,4,jin4
du3_MV3_MP3.mp3,du,3,du3
chi1_MV3_MP3.mp3,chi,1,chi1
nan2_FV2_MP3.mp3,nan,2,nan2
dou2_MV1_MP3.mp3,dou,2,dou2
ri4_MV3_MP3.mp3,ri,4,ri4
cang1_MV3_MP3.mp3,cang,1,cang1
nve1_MV1_MP3.mp3,nve,1,nve1
meng3_FV3_MP3.mp3,meng,3,meng3
a2_FV3_MP3.mp3,a,2,a2
zui4_FV3_MP3.mp3,zui,4,zui4
peng1_FV2_MP3.mp3,peng,1,peng1
zuo2_FV2_MP3.mp3,zuo,2,zuo2
yao2_FV2_MP3.mp3,yao,2,yao2
ni4_FV2_MP3.mp3,ni,4,ni4
qiao3_MV3_MP3.mp3,qiao,3,qiao3
re3_MV1_MP3.mp3,re,3,re3
hu4_MV2_MP3.mp3,hu,4,hu4
yo3_MV2_MP3.mp3,yo,3,yo3
jie2_FV2_MP3.mp3,jie,2,jie2
chui1_MV3_MP3.mp3,chui,1,chui1
xiang2_FV3_MP3.mp3,xiang,2,xiang2
nan2_MV2_MP3.mp3,nan,2,nan2
nuo4_FV1_MP3.mp3,nuo,4,nuo4
dou2_FV3_MP3.mp3,dou,2,dou2
den2_MV1_MP3.mp3,den,2,den2
che1_FV3_MP3.mp3,che,1,che1
nao1_FV3_MP3.mp3,nao,1,nao1
sa2_FV2_MP3.mp3,sa,2,sa2
pen1_FV1_MP3.mp3,pen,1,pen1
lv4_MV2_MP3.mp3,lv,4,lv4
ci2_FV3_MP3.mp3,ci,2,ci2
yi1_FV3_MP3.mp3,yi,1,yi1
she1_FV3_MP3.mp3,she,1,she1
si4_FV1_MP3.mp3,si,4,si4
die1_MV1_MP3.mp3,die,1,die1
zhuo4_MV3_MP3.mp3,zhuo,4,zhuo4
seng2_MV3_MP3.mp3,seng,2,seng2
zhao4_FV2_MP3.mp3,zhao,4,zhao4
beng4_FV2_MP3.mp3,beng,4,beng4
bing2_FV2_MP3.mp3,bing,2,bing2
song3_FV1_MP3.mp3,song,3,song3
fou3_MV3_MP3.mp3,fou,3,fou3
ga2_FV1_MP3.mp3,ga,2,ga2
ya1_MV3_MP3.mp3,ya,1,ya1
niang1_FV1_MP3.mp3,niang,1,niang1
za1_FV3_MP3.mp3,za,1,za1
mou4_MV3_MP3.mp3,mou,4,mou4
tou3_MV1_MP3.mp3,tou,3,tou3
zhen3_FV3_MP3.mp3,zhen,3,zhen3
nou2_MV3_MP3.mp3,nou,2,nou2
tuan3_MV3_MP3.mp3,tuan,3,tuan3
teng4_FV3_MP3.mp3,teng,4,teng4
diao2_FV2_MP3.mp3,diao,2,diao2
fa2_FV1_MP3.mp3,fa,2,fa2
diu4_MV3_MP3.mp3,diu,4,diu4
te1_MV1_MP3.mp3,te,1,te1
miu4_FV1_MP3.mp3,miu,4,miu4
gang2_MV1_MP3.mp3,gang,2,gang2
bin1_MV1_MP3.mp3,bin,1,bin1
wang2_MV3_MP3.mp3,wang,2,wang2
qiong3_MV1_MP3.mp3,qiong,3,qiong3
dian2_MV3_MP3.mp3,dian,2,dian2
ming1_MV2_MP3.mp3,ming,1,ming1
xie2_FV3_MP3.mp3,xie,2,xie2
pao1_MV3_MP3.mp3,pao,1,pao1
ge1_MV1_MP3.mp3,ge,1,ge1
jiu1_FV1_MP3.mp3,jiu,1,jiu1
shang1_MV3_MP3.mp3,shang,1,shang1
tiao1_MV3_MP3.mp3,tiao,1,tiao1
diao4_FV2_MP3.mp3,diao,4,diao4
tiao3_FV2_MP3.mp3,tiao,3,tiao3
ye2_MV3_MP3.mp3,ye,2,ye2
er4_FV3_MP3.mp3,er,4,er4
yu2_MV2_MP3.mp3,yu,2,yu2
ni2_FV3_MP3.mp3,ni,2,ni2
bin3_FV3_MP3.mp3,bin,3,bin3
nian4_MV2_MP3.mp3,nian,4,nian4
guang1_MV2_MP3.mp3,guang,1,guang1
niao1_FV1_MP3.mp3,niao,1,niao1
po2_FV3_MP3.mp3,po,2,po2
nuan3_MV1_MP3.mp3,nuan,3,nuan3
pao4_FV3_MP3.mp3,pao,4,pao4
chang4_MV3_MP3.mp3,chang,4,chang4
lang1_FV1_MP3.mp3,lang,1,lang1
zhuan1_MV1_MP3.mp3,zhuan,1,zhuan1
jun3_MV1_MP3.mp3,jun,3,jun3
nve2_MV2_MP3.mp3,nve,2,nve2
shen4_FV2_MP3.mp3,shen,4,shen4
lve1_MV3_MP3.mp3,lve,1,lve1
diu4_FV1_MP3.mp3,diu,4,diu4
huai4_FV2_MP3.mp3,huai,4,huai4
mo2_MV1_MP3.mp3,mo,2,mo2
dian3_FV1_MP3.mp3,dian,3,dian3
ru1_FV3_MP3.mp3,ru,1,ru1
dan1_MV1_MP3.mp3,dan,1,dan1
le3_FV2_MP3.mp3,le,3,le3
zhi2_FV1_MP3.mp3,zhi,2,zhi2
zhen2_FV1_MP3.mp3,zhen,2,zhen2
e1_MV1_MP3.mp3,e,1,e1
cai1_MV2_MP3.mp3,cai,1,cai1
zun4_MV2_MP3.mp3,zun,4,zun4
tan1_FV2_MP3.mp3,tan,1,tan1
hun1_MV2_MP3.mp3,hun,1,hun1
shuan4_MV3_MP3.mp3,shuan,4,shuan4
pei3_MV1_MP3.mp3,pei,3,pei3
pao4_FV2_MP3.mp3,pao,4,pao4
cuo2_MV3_MP3.mp3,cuo,2,cuo2
fan3_FV1_MP3.mp3,fan,3,fan3
lin3_MV1_MP3.mp3,lin,3,lin3
bai1_MV1_MP3.mp3,bai,1,bai1
yue2_FV1_MP3.mp3,yue,2,yue2
liang3_MV3_MP3.mp3,liang,3,liang3
ji4_FV1_MP3.mp3,ji,4,ji4
pang4_FV3_MP3.mp3,pang,4,pang4
bing3_MV2_MP3.mp3,bing,3,bing3
ren3_MV1_MP3.mp3,ren,3,ren3
zou4_FV1_MP3.mp3,zou,4,zou4
qu4_MV1_MP3.mp3,qu,4,qu4
di3_FV1_MP3.mp3,di,3,di3
nie2_FV3_MP3.mp3,nie,2,nie2
fou4_FV1_MP3.mp3,fou,4,fou4
he4_MV3_MP3.mp3,he,4,he4
pian3_FV3_MP3.mp3,pian,3,pian3
dei2_FV3_MP3.mp3,dei,2,dei2
fou3_FV1_MP3.mp3,fou,3,fou3
shuang3_FV3_MP3.mp3,shuang,3,shuang3
hua1_MV2_MP3.mp3,hua,1,hua1
xie4_MV1_MP3.mp3,xie,4,xie4
nou2_MV1_MP3.mp3,nou,2,nou2
kua2_FV1_MP3.mp3,kua,2,kua2
shou2_FV2_MP3.mp3,shou,2,shou2
tai2_MV2_MP3.mp3,tai,2,tai2
zen2_MV3_MP3.mp3,zen,2,zen2
nan3_FV2_MP3.mp3,nan,3,nan3
dao1_FV2_MP3.mp3,dao,1,dao1
bie3_FV1_MP3.mp3,bie,3,bie3
keng4_FV1_MP3.mp3,keng,4,keng4
yong3_FV1_MP3.mp3,yong,3,yong3
fu2_FV1_MP3.mp3,fu,2,fu2
rang3_MV2_MP3.mp3,rang,3,rang3
nie2_MV1_MP3.mp3,nie,2,nie2
chao1_FV1_MP3.mp3,chao,1,chao1
shai2_FV2_MP3.mp3,shai,2,shai2
fen2_MV3_MP3.mp3,fen,2,fen2
suan3_FV2_MP3.mp3,suan,3,suan3
ao2_MV2_MP3.mp3,ao,2,ao2
you4_FV2_MP3.mp3,you,4,you4
cuo4_FV2_MP3.mp3,cuo,4,cuo4
zou1_FV3_MP3.mp3,zou,1,zou1
cuan4_FV1_MP3.mp3,cuan,4,cuan4
ta1_FV1_MP3.mp3,ta,1,ta1
ru3_FV3_MP3.mp3,ru,3,ru3
zu4_MV3_MP3.mp3,zu,4,zu4
tian3_FV1_MP3.mp3,tian,3,tian3
niu3_MV1_MP3.mp3,niu,3,niu3
he3_FV1_MP3.mp3,he,3,he3
kang4_FV2_MP3.mp3,kang,4,kang4
ai3_FV3_MP3.mp3,ai,3,ai3
xu2_FV3_MP3.mp3,xu,2,xu2
shen4_FV1_MP3.mp3,shen,4,shen4
kuang1_MV2_MP3.mp3,kuang,1,kuang1
zhen3_MV2_MP3.mp3,zhen,3,zhen3
ran2_MV1_MP3.mp3,ran,2,ran2
zun4_MV3_MP3.mp3,zun,4,zun4
qun3_MV3_MP3.mp3,qun,3,qun3
shuo4_FV1_MP3.mp3,shuo,4,shuo4
chui1_FV1_MP3.mp3,chui,1,chui1
ting2_MV3_MP3.mp3,ting,2,ting2
zhong2_FV1_MP3.mp3,zhong,2,zhong2
reng2_MV1_MP3.mp3,reng,2,reng2
te4_FV1_MP3.mp3,te,4,te4
dian4_MV3_MP3.mp3,dian,4,dian4
hun4_MV2_MP3.mp3,hun,4,hun4
qing1_MV2_MP3.mp3,qing,1,qing1
nuan1_MV3_MP3.mp3,nuan,1,nuan1
kai2_MV2_MP3.mp3,kai,2,kai2
sheng1_FV3_MP3.mp3,sheng,1,sheng1
ei4_MV2_MP3.mp3,ei,4,ei4
she1_MV2_MP3.mp3,she,1,she1
feng4_FV2_MP3.mp3,feng,4,feng4
jiang3_MV1_MP3.mp3,jiang,3,jiang3
shao1_MV3_MP3.mp3,shao,1,shao1
biao4_FV1_MP3.mp3,biao,4,biao4
chai1_FV3_MP3.mp3,chai,1,chai1
gong4_MV2_MP3.mp3,gong,4,gong4
ding4_MV2_MP3.mp3,ding,4,ding4
men2_MV2_MP3.mp3,men,2,men2
nong4_FV1_MP3.mp3,nong,4,nong4
pie4_MV3_MP3.mp3,pie,4,pie4
xia4_FV3_MP3.mp3,xia,4,xia4
dei1_MV3_MP3.mp3,dei,1,dei1
zhuang4_MV2_MP3.mp3,zhuang,4,zhuang4
geng3_MV3_MP3.mp3,geng,3,geng3
nang2_MV3_MP3.mp3,nang,2,nang2
jia3_MV1_MP3.mp3,jia,3,jia3
lun1_FV3_MP3.mp3,lun,1,lun1
duo4_FV2_MP3.mp3,duo,4,duo4
zhong1_MV2_MP3.mp3,zhong,1,zhong1
san1_MV2_MP3.mp3,san,1,san1
you2_MV3_MP3.mp3,you,2,you2
nie4_FV2_MP3.mp3,nie,4,nie4
yang2_FV2_MP3.mp3,yang,2,yang2
leng2_FV1_MP3.mp3,leng,2,leng2
bi1_FV3_MP3.mp3,bi,1,bi1
se2_FV2_MP3.mp3,se,2,se2
ge2_MV2_MP3.mp3,ge,2,ge2
zhai1_MV3_MP3.mp3,zhai,1,zhai1
niang2_FV2_MP3.mp3,niang,2,niang2
chu1_FV2_MP3.mp3,chu,1,chu1
bu4_FV2_MP3.mp3,bu,4,bu4
kua3_MV3_MP3.mp3,kua,3,kua3
jing3_MV1_MP3.mp3,jing,3,jing3
huan3_FV1_MP3.mp3,huan,3,huan3
pen3_FV2_MP3.mp3,pen,3,pen3
sen1_MV1_MP3.mp3,sen,1,sen1
mou1_FV1_MP3.mp3,mou,1,mou1
suan2_MV3_MP3.mp3,suan,2,suan2
cha4_MV2_MP3.mp3,cha,4,cha4
chua2_FV1_MP3.mp3,chua,2,chua2
yi2_MV2_MP3.mp3,yi,2,yi2
reng1_FV3_MP3.mp3,reng,1,reng1
kang1_MV1_MP3.mp3,kang,1,kang1
du2_MV1_MP3.mp3,du,2,du2
tuo3_FV3_MP3.mp3,tuo,3,tuo3
ze1_FV2_MP3.mp3,ze,1,ze1
e2_FV1_MP3.mp3,e,2,e2
shou1_MV2_MP3.mp3,shou,1,shou1
rang2_FV1_MP3.mp3,rang,2,rang2
dou1_FV1_MP3.mp3,dou,1,dou1
chuan4_MV1_MP3.mp3,chuan,4,chuan4
fou4_FV3_MP3.mp3,fou,4,fou4
nei4_MV3_MP3.mp3,nei,4,nei4
shou4_FV2_MP3.mp3,shou,4,shou4
nong3_FV2_MP3.mp3,nong,3,nong3
la1_MV3_MP3.mp3,la,1,la1
nun4_MV2_MP3.mp3,nun,4,nun4
chou3_MV3_MP3.mp3,chou,3,chou3
niang1_MV3_MP3.mp3,niang,1,niang1
tong1_FV3_MP3.mp3,tong,1,tong1
bai1_MV3_MP3.mp3,bai,1,bai1
bian4_FV1_MP3.mp3,bian,4,bian4
lin1_MV2_MP3.mp3,lin,1,lin1
nong3_MV2_MP3.mp3,nong,3,nong3
bai2_FV2_MP3.mp3,bai,2,bai2
lve4_FV3_MP3.mp3,lve,4,lve4
long1_MV3_MP3.mp3,long,1,long1
can4_MV1_MP3.mp3,can,4,can4
zan4_MV3_MP3.mp3,zan,4,zan4
kao4_MV1_MP3.mp3,kao,4,kao4
zhuang1_MV1_MP3.mp3,zhuang,1,zhuang1
zhua1_MV1_MP3.mp3,zhua,1,zhua1
lang2_MV1_MP3.mp3,lang,2,lang2
gui2_FV3_MP3.mp3,gui,2,gui2
de1_FV3_MP3.mp3,de,1,de1
ning3_FV1_MP3.mp3,ning,3,ning3
nou1_MV3_MP3.mp3,nou,1,nou1
ba1_MV2_MP3.mp3,ba,1,ba1
tong4_MV3_MP3.mp3,tong,4,tong4
ying2_MV3_MP3.mp3,ying,2,ying2
zuan2_FV3_MP3.mp3,zuan,2,zuan2
bei2_FV2_MP3.mp3,bei,2,bei2
hai2_MV2_MP3.mp3,hai,2,hai2
ken3_MV1_MP3.mp3,ken,3,ken3
de4_MV2_MP3.mp3,de,4,de4
wan3_MV2_MP3.mp3,wan,3,wan3
tou1_MV1_MP3.mp3,tou,1,tou1
qie3_FV1_MP3.mp3,qie,3,qie3
dun4_FV2_MP3.mp3,dun,4,dun4
la3_MV1_MP3.mp3,la,3,la3
tian2_FV2_MP3.mp3,tian,2,tian2
sha4_MV1_MP3.mp3,sha,4,sha4
jian1_MV3_MP3.mp3,jian,1,jian1
hen1_MV2_MP3.mp3,hen,1,hen1
ze2_MV3_MP3.mp3,ze,2,ze2
lun2_MV3_MP3.mp3,lun,2,lun2
juan4_MV3_MP3.mp3,juan,4,juan4
zhui3_FV2_MP3.mp3,zhui,3,zhui3
qiang1_FV2_MP3.mp3,qiang,1,qiang1
lian1_MV3_MP3.mp3,lian,1,lian1
zhong4_FV3_MP3.mp3,zhong,4,zhong4
bing4_MV2_MP3.mp3,bing,4,bing4
ze2_FV1_MP3.mp3,ze,2,ze2
xiu4_FV2_MP3.mp3,xiu,4,xiu4
kuai2_FV3_MP3.mp3,kuai,2,kuai2
wa1_MV1_MP3.mp3,wa,1,wa1
tuan3_FV1_MP3.mp3,tuan,3,tuan3
cu4_FV2_MP3.mp3,cu,4,cu4
fou4_FV2_MP3.mp3,fou,4,fou4
duo1_FV1_MP3.mp3,duo,1,duo1
pa2_FV2_MP3.mp3,pa,2,pa2
liu3_MV3_MP3.mp3,liu,3,liu3
xiao1_MV3_MP3.mp3,xiao,1,xiao1
gu4_MV1_MP3.mp3,gu,4,gu4
fou3_MV1_MP3.mp3,fou,3,fou3
yu4_MV3_MP3.mp3,yu,4,yu4
shuai1_FV3_MP3.mp3,shuai,1,shuai1
tie3_MV1_MP3.mp3,tie,3,tie3
geng4_FV2_MP3.mp3,geng,4,geng4
ka2_FV2_MP3.mp3,ka,2,ka2
gang3_MV1_MP3.mp3,gang,3,gang3
neng3_MV2_MP3.mp3,neng,3,neng3
ran2_FV2_MP3.mp3,ran,2,ran2
pang3_MV2_MP3.mp3,pang,3,pang3
mei1_MV1_MP3.mp3,mei,1,mei1
bao1_FV3_MP3.mp3,bao,1,bao1
nang2_FV3_MP3.mp3,nang,2,nang2
tuo3_MV3_MP3.mp3,tuo,3,tuo3
shuo3_MV2_MP3.mp3,shuo,3,shuo3
zeng4_MV3_MP3.mp3,zeng,4,zeng4
bei4_MV1_MP3.mp3,bei,4,bei4
qiang3_MV3_MP3.mp3,qiang,3,qiang3
te1_MV2_MP3.mp3,te,1,te1
chua3_FV2_MP3.mp3,chua,3,chua3
ya4_FV3_MP3.mp3,ya,4,ya4
ju3_FV1_MP3.mp3,ju,3,ju3
hei1_FV1_MP3.mp3,hei,1,hei1
guai2_FV2_MP3.mp3,guai,2,guai2
tan2_FV1_MP3.mp3,tan,2,tan2
po2_MV2_MP3.mp3,po,2,po2
na1_FV3_MP3.mp3,na,1,na1
wen4_FV2_MP3.mp3,wen,4,wen4
ei4_FV2_MP3.mp3,ei,4,ei4
kun1_MV2_MP3.mp3,kun,1,kun1
qiang3_FV2_MP3.mp3,qiang,3,qiang3
luo3_MV3_MP3.mp3,luo,3,luo3
zhao1_MV1_MP3.mp3,zhao,1,zhao1
chen1_MV2_MP3.mp3,chen,1,chen1
cun2_MV3_MP3.mp3,cun,2,cun2
suan3_MV2_MP3.mp3,suan,3,suan3
kuang3_MV3_MP3.mp3,kuang,3,kuang3
ji2_FV1_MP3.mp3,ji,2,ji2
ze4_MV1_MP3.mp3,ze,4,ze4
sha2_MV3_MP3.mp3,sha,2,sha2
qiong1_FV3_MP3.mp3,qiong,1,qiong1
lai2_MV2_MP3.mp3,lai,2,lai2
ang4_MV1_MP3.mp3,ang,4,ang4
zhu4_MV1_MP3.mp3,zhu,4,zhu4
luo1_FV1_MP3.mp3,luo,1,luo1
lou4_FV2_MP3.mp3,lou,4,lou4
er4_MV2_MP3.mp3,er,4,er4
qu1_MV1_MP3.mp3,qu,1,qu1
shai3_FV2_MP3.mp3,shai,3,shai3
wa1_FV1_MP3.mp3,wa,1,wa1
zou1_MV1_MP3.mp3,zou,1,zou1
zang4_MV1_MP3.mp3,zang,4,zang4
nan1_MV3_MP3.mp3,nan,1,nan1
ge3_MV3_MP3.mp3,ge,3,ge3
jiu2_MV3_MP3.mp3,jiu,2,jiu2
juan1_FV3_MP3.mp3,juan,1,juan1
di2_FV1_MP3.mp3,di,2,di2
sou2_FV2_MP3.mp3,sou,2,sou2
lin2_MV3_MP3.mp3,lin,2,lin2
shang3_FV2_MP3.mp3,shang,3,shang3
bin3_MV3_MP3.mp3,bin,3,bin3
zai2_FV2_MP3.mp3,zai,2,zai2
zhe2_MV3_MP3.mp3,zhe,2,zhe2
nin2_MV3_MP3.mp3,nin,2,nin2
ben3_FV1_MP3.mp3,ben,3,ben3
xie3_FV3_MP3.mp3,xie,3,xie3
shan4_MV1_MP3.mp3,shan,4,shan4
sa1_FV1_MP3.mp3,sa,1,sa1
pin1_MV2_MP3.mp3,pin,1,pin1
tang2_FV1_MP3.mp3,tang,2,tang2
pa3_FV2_MP3.mp3,pa,3,pa3
sheng2_FV2_MP3.mp3,sheng,2,sheng2
yue1_FV3_MP3.mp3,yue,1,yue1
wu3_FV1_MP3.mp3,wu,3,wu3
wan2_MV1_MP3.mp3,wan,2,wan2
quan2_MV1_MP3.mp3,quan,2,quan2
rao4_FV2_MP3.mp3,rao,4,rao4
sen3_FV1_MP3.mp3,sen,3,sen3
ding4_FV3_MP3.mp3,ding,4,ding4
hei3_FV1_MP3.mp3,hei,3,hei3
run4_MV1_MP3.mp3,run,4,run4
yang3_MV3_MP3.mp3,yang,3,yang3
dai2_FV3_MP3.mp3,dai,2,dai2
wai3_MV3_MP3.mp3,wai,3,wai3
tao2_MV1_MP3.mp3,tao,2,tao2
huan3_FV2_MP3.mp3,huan,3,huan3
huang3_MV1_MP3.mp3,huang,3,huang3
ruan3_FV1_MP3.mp3,ruan,3,ruan3
fou4_MV1_MP3.mp3,fou,4,fou4
zhuai2_MV2_MP3.mp3,zhuai,2,zhuai2
dao3_FV3_MP3.mp3,dao,3,dao3
ri2_FV2_MP3.mp3,ri,2,ri2
dei4_FV1_MP3.mp3,dei,4,dei4
kuai2_MV2_MP3.mp3,kuai,2,kuai2
zun1_MV2_MP3.mp3,zun,1,zun1
nou1_FV1_MP3.mp3,nou,1,nou1
ben1_FV2_MP3.mp3,ben,1,ben1
fa4_MV3_MP3.mp3,fa,4,fa4
zhu2_FV1_MP3.mp3,zhu,2,zhu2
xian3_FV1_MP3.mp3,xian,3,xian3
tou4_FV2_MP3.mp3,tou,4,tou4
cen1_FV3_MP3.mp3,cen,1,cen1
zou2_MV3_MP3.mp3,zou,2,zou2
tiao3_FV1_MP3.mp3,tiao,3,tiao3
ca2_FV3_MP3.mp3,ca,2,ca2
luan1_MV2_MP3.mp3,luan,1,luan1
pai4_FV3_MP3.mp3,pai,4,pai4
ying3_FV1_MP3.mp3,ying,3,ying3
duan3_MV2_MP3.mp3,duan,3,duan3
zhua4_FV1_MP3.mp3,zhua,4,zhua4
mei1_MV3_MP3.mp3,mei,1,mei1
zou2_MV2_MP3.mp3,zou,2,zou2
bu2_MV1_MP3.mp3,bu,2,bu2
can4_FV3_MP3.mp3,can,4,can4
rang3_MV3_MP3.mp3,rang,3,rang3
